Feature,Importance
release_date_1999,0.003723709750641518
release_date_2000,0.0038724491882681476
release_date_2001,0.0036512489902219823
release_date_2002,0.004220564654274254
release_date_2003,0.004548350068177846
release_date_2004,0.004554285861358068
release_date_2005,0.004976517791536706
release_date_2006,0.0052370120319849564
release_date_2007,0.0053005363570511645
release_date_2008,0.004726663074427021
release_date_2009,0.004625488427006158
release_date_2010,0.004138049035803663
release_date_2011,0.003209791017251259
release_date_2012,0.0020972366869859583
genres_Action/adventure,0.0034783943570052254
genres_Adventure,0.0038573272995566245
genres_Black-and-white,0.004263696759299717
genres_Comedy,0.010044042632720612
genres_Crime fiction,0.00528030072227824
genres_Documentary,0.004366288893976809
genres_Drama,0.009365102535131562
genres_Family,0.004134774256500428
genres_Horror,0.004980003719378562
genres_Indie,0.004721937979925802
genres_Musical,0.004159205203891525
genres_Mystery,0.002922406906641511
genres_Romance,0.006088030410631561
genres_Romantic comedy,0.0026054880660154704
genres_Romantic drama,0.002768797986190992
genres_Short,0.003135682004457198
genres_Silent,0.0017049289788072686
genres_Thriller,0.004860972477306239
genres_World cinema,0.0029003424692035447
genre_count_2,0.013875268923164765
genre_count_3,0.016634092444245168
genre_count_4,0.01763492423814274
genre_count_5,0.014445380883152704
genre_count_6,0.013031408544075623
genre_count_7,0.010161143582059901
genre_count_8,0.007170547083518564
genre_count_9,0.004434674370778928
genre_count_10,0.002722293229555566
genre_count_11,0.001338755695785437
genre_count_12,0.0005767869504954961
genre_count_13,0.0003903852370679323
genre_count_14,5.6076424249367865e-05
genre_count_15,9.007096912267354e-06
region_Eastern Europe,0.001417677343134125
region_India,0.0036909212196271877
region_North Africa and Middle East,0.0008096979884975586
region_North America,0.006706461185497777
region_Oceania,0.0014185400880000751
region_Remaining Asia,0.0024385592930393977
region_South Africa and Central Africa,0.0003861405031415552
region_Western Europe,0.005922520618488548
nb_actors_1.0,0.00573820545948903
nb_actors_2.0,0.007126870861539838
nb_actors_3.0,0.008295510084968616
nb_actors_4.0,0.009052876597104981
nb_actors_5.0,0.009424619977063025
nb_actors_6.0,0.008939693390762948
nb_actors_7.0,0.008874713203222438
nb_actors_8.0,0.010186711657936475
nb_actors_9.0,0.010240648447904552
nb_actors_10.0,0.010825227989883142
nb_actors_11.0,0.008246800774258394
nb_actors_12.0,0.0065652854445506816
nb_actors_13.0,0.005789920091856259
nb_actors_14.0,0.004995891077848772
nb_actors_15.0,0.007014255221900253
nb_actors_16.0,0.003911736161149777
nb_actors_17.0,0.002950569822164883
nb_actors_18.0,0.0020090146844473646
nb_actors_19.0,0.0015854513662445205
nb_actors_20.0,0.001914523439768376
nb_actors_21.0,0.0009841272941399917
nb_actors_22.0,0.0007393318875917715
nb_actors_23.0,0.0006158421158794027
nb_actors_24.0,0.0005006974667088514
nb_actors_25.0,0.0004754101452909483
nb_actors_26.0,0.00026340031369470824
nb_actors_27.0,0.00020859415730401797
nb_actors_28.0,7.602561183447999e-05
nb_actors_29.0,0.00011376972297640372
nb_actors_30.0,0.00013270764748062375
nb_actors_31.0,8.514927073508993e-05
nb_actors_32.0,8.280083227195863e-05
nb_actors_33.0,3.8857992145651135e-05
nb_actors_34.0,6.904796457266964e-05
nb_actors_35.0,5.5730810419200894e-05
nb_actors_36.0,3.1794364158661234e-05
nb_actors_37.0,2.8607276483364326e-05
nb_actors_38.0,6.581021341207875e-05
nb_actors_39.0,7.83220353230549e-05
nb_actors_40.0,8.319716082983021e-06
nb_actors_41.0,2.5541295032177537e-05
nb_actors_44.0,8.786083015001495e-06
nb_actors_45.0,2.4895466412762837e-05
nb_actors_46.0,1.545438137564975e-05
nb_actors_47.0,8.072241874846673e-06
nb_actors_48.0,2.3667010666562057e-05
nb_actors_51.0,8.088044166803454e-06
nb_actors_52.0,1.0251203067023712e-05
nb_actors_55.0,1.9141487914295143e-05
nb_actors_57.0,2.038151627005643e-05
nb_actors_59.0,3.499159794403345e-05
nb_actors_61.0,1.1399506897591664e-05
nb_actors_62.0,0.0
nb_actors_64.0,2.816873244575138e-05
nb_actors_72.0,8.502028750875008e-06
nb_actors_78.0,5.46945522730853e-06
nb_actors_87.0,5.004096508761066e-06
nb_actors_115.0,4.4031470989327465e-06
nb_languages_8,1.0081464532328542e-05
nb_languages_9,0.0005236670329033734
nb_languages_11,0.0008513444150448818
nb_languages_13,0.0004752378883986006
nb_languages_14,0.003060470332992867
nb_languages_15,0.0034611865659002704
nb_languages_16,0.008050138064939897
nb_languages_17,0.0018203357492367867
nb_languages_18,0.00182063511022396
nb_languages_19,0.0004072602281885789
nb_languages_21,2.9328468281175854e-05
nb_languages_22,0.0001279712720124442
nb_languages_23,2.806613203418748e-05
nb_languages_24,2.9933310566952546e-05
nb_languages_25,6.161975358816815e-05
nb_languages_26,0.00015325296988630787
nb_languages_27,0.0007449204960730004
nb_languages_28,0.0031757350794809538
nb_languages_29,0.00028441583332888874
nb_languages_30,0.0005879791314004555
nb_languages_31,0.0012191859355109753
nb_languages_32,0.0020102493148023066
nb_languages_33,0.0022660568468079907
nb_languages_34,0.001107763467039535
nb_languages_35,0.0003631546302519676
nb_languages_36,0.0004186892870983932
nb_languages_37,3.7305740616536465e-05
nb_languages_38,2.107234110838195e-05
nb_languages_39,0.0001569587558537571
nb_languages_40,4.106955777654556e-05
nb_languages_41,8.376467361081774e-05
nb_languages_42,0.00019008277072312315
nb_languages_43,0.00026217606296500607
nb_languages_44,0.0002531304401383536
nb_languages_45,0.00030281054786506623
nb_languages_46,0.0003966450004642548
nb_languages_47,0.00024168758420539915
nb_languages_48,0.0008366412884267148
nb_languages_49,0.0008052682488345727
nb_languages_50,0.0005361731483901938
nb_languages_51,0.0005648739902478424
nb_languages_52,0.00032742993411753426
nb_languages_53,9.329932994294332e-05
nb_languages_54,9.249257625437055e-05
nb_languages_55,1.2467893484035886e-05
nb_languages_56,8.647492717652752e-05
nb_languages_57,2.6722633257284358e-05
nb_languages_58,3.8484257855470455e-05
nb_languages_59,3.962798254140487e-05
nb_languages_60,5.987732354293426e-05
nb_languages_61,1.211186034965585e-05
nb_languages_62,0.00023197267518272664
nb_languages_63,0.0001600070398257907
nb_languages_64,0.00015537172640871808
nb_languages_65,0.0002777599787519584
nb_languages_66,0.00019302845609593008
nb_languages_67,8.924192669792275e-05
nb_languages_68,0.00014538285224230814
nb_languages_69,8.358364487663094e-05
nb_languages_70,2.928108948011089e-05
nb_languages_71,6.52259962971985e-06
nb_languages_73,6.939139269794854e-07
nb_languages_77,6.73915910292116e-06
nb_languages_78,2.443727322070869e-05
nb_languages_79,3.375304255172855e-05
nb_languages_80,7.659158058048855e-05
nb_languages_81,0.00013589175379103563
nb_languages_82,8.435528797076991e-05
nb_languages_83,0.00010651938049268447
nb_languages_84,3.736963676309353e-05
nb_languages_85,2.9861193717239015e-05
nb_languages_86,5.778368624844445e-05
nb_languages_87,1.0730940127625204e-05
nb_languages_88,3.5992582983370905e-05
nb_languages_94,1.720633367442358e-05
nb_languages_95,1.3554519122452044e-05
nb_languages_96,6.473728650245337e-06
nb_languages_97,2.135198643594684e-05
nb_languages_98,4.634345198092092e-05
nb_languages_99,4.493372239653105e-05
nb_languages_103,6.393974834573527e-06
nb_languages_107,5.826663187714341e-06
nb_languages_110,8.514987048219416e-06
nb_languages_112,2.506341310842985e-05
nb_languages_119,4.905825876031012e-06
nb_languages_124,7.126144504479993e-06
nb_languages_125,7.399518007975765e-06
nb_languages_126,1.737727941280478e-06
nb_languages_134,1.2805029963632487e-05
nb_languages_136,5.401414990991206e-06
nb_languages_139,8.498711118612855e-06
nb_languages_145,4.404884393051372e-06
nb_languages_152,1.1011401956998802e-05
nb_languages_167,3.5456313454551456e-06
nb_languages_170,6.93816713000452e-06
