freebaseID,actorLabel,ethnicityLabel,nationalityLabel
/m/04gjdh9,Guido Celano,,Kingdom of Italy
/m/06q652,Scott Bairstow,,Canada
/m/0405wv7,Afro Poli,,Italy
/m/0405wv7,Afro Poli,,Kingdom of Italy
/m/03fg3b,Kenji Nojima,,Japan
/m/0bxl858,Jacqueline Pierreux,,France
/m/0654s6,Sally Thomsett,,United Kingdom
/m/04gwbz2,Aldo Silvani,,Italy
/m/04gwbz2,Aldo Silvani,,Kingdom of Italy
/m/0cpmx98,Franca Mazzoni,,Italy
/m/0cpmx98,Franca Mazzoni,,Kingdom of Italy
/m/0ddfph,Himani Shivpuri,,India
/m/0gbzs4s,Anil Dhawan,,India
/m/0bvbj7s,Park Ji-a,,South Korea
/m/0b3tyxc,Rajesh Khera,,India
/m/0bvbj7l,Choi Min,,South Korea
/m/0bvbj6y,Ha Yeo-jin,,
/m/0k1gqy,Ji Dae-han,,South Korea
/m/0bvbj6r,Seo Jae-kyeong,,South Korea
/m/0jwm0mn,Carlo Mazzoni,,Italy
/m/0bvbj6c,Oh Yeong-su,,South Korea
/m/0cv5ss9,Patrick Shai,,
/m/0cbkw,Jean-Paul Belmondo,,France
/m/0dfl_1,Jean-Claude Brialy,,France
/m/014jxq,Fanny Ardant,,France
/m/04gs2vc,Giacomo Furia,,Italy
/m/04gs2vc,Giacomo Furia,,Kingdom of Italy
/m/0f276,Hayden Christensen,,Canada
/m/02qk88z,Alvaro Vitali,,Italy
/m/02thfq,Jane Wyatt,,United States of America
/m/02d6n_,Michael Biehn,,United States of America
/m/01kgg9,Joan Blondell,,United States of America
/m/021t8p,Michel Piccoli,,France
/m/04nkpk_,Julie Gayet,,France
/m/0cvwgg,Romane Bohringer,,France
/m/04tvm2,Didi Conn,,United States of America
/m/047s7tw,Riccardo Billi,,Italy
/m/047s7tw,Riccardo Billi,,Kingdom of Italy
/m/08vjyx,Mathieu Demy,,France
/m/04xn6g,Lee Bowman,,United States of America
/m/0b_nbpt,Gigi Reder,,Italy
/m/0b_nbpt,Gigi Reder,,Kingdom of Italy
/m/0fyfsg,Michael Tucci,,United States of America
/m/02y6kl,Maxwell Caulfield,,United States of America
/m/02y6kl,Maxwell Caulfield,,United Kingdom
/m/07cmcz3,Emmanuel Salinger,,France
/m/0b20tv,Peter Brocco,,United States of America
/m/03m6tfc,Pierre Étaix,,France
/m/07y1f6,Annie Fratellini,,France
/m/09vx5h,Dorothy Patrick,,Canada
/m/0521dwp,Jacob Latimore,,United States of America
/m/0b_nbp8,Nino Terzo,,Italy
/m/0b_nbp8,Nino Terzo,,Kingdom of Italy
/m/0c9jbf,Jamie Donnelly,,United States of America
/m/0fyfw6,Kelly Ward,,United States of America
/m/0cvjnp8,Jordan Trovillion,,United States of America
/m/01zwwx,Johannes Heesters,,Kingdom of the Netherlands
/m/09qh1,Cary Grant,,United States of America
/m/09qh1,Cary Grant,,United Kingdom
/m/08h95m,Cecilia Roth,,Spain
/m/08h95m,Cecilia Roth,,Argentina
/m/09px0t,Mildred Natwick,,United States of America
/m/04qc1y,Joanne Dru,,United States of America
/m/0ftbkt,Chus Lampreave,,Spain
/m/06nrh1,Kathleen Freeman,,United States of America
/m/071nl8,Ann Shoemaker,,United States of America
/m/046p1w,Lucille Bremer,,United States of America
/m/0cm9_2,Pierre Richard-Willm,,France
/m/05c1cm,Dan Duryea,,United States of America
/m/0bwb9jm,Georges Pitoëff,,France
/m/06qp97,Corey Sevier,,Canada
/m/01wlly9,Franck Dubosc,,France
/m/0285lqc,Alison Skipworth,,United Kingdom
/m/0bwb9jw,Camille Bert,,France
/m/01vvy70,Lyne Clevers,,France
/m/03fw60,Prem Chopra,,India
/m/06603mj,Sarah Padden,,United Kingdom
/m/05nqnp,Goundamani,,India
/m/05nqnp,Goundamani,,British Raj
/m/05nqnp,Goundamani,,Dominion of India
/m/0f9jgt,Will Wright,,United States of America
/m/0cqyvd,Farooq Sheikh,,India
/m/0cqyvd,Farooq Sheikh,,Dominion of India
/m/0d8cr0,Manivannan,,India
/m/0gbwmxp,Raasi,,India
/m/02y_drm,Margaret Seddon,,United States of America
/m/0bysr4k,Howland Chamberlain,,United States of America
/m/02zyhz,Beth Broderick,,United States of America
/m/07n94_,Mario Adorf,,Germany
/m/04lj1ct,Werner Peters,,Germany
/m/02ppmgp,Hannes Messemer,,Germany
/m/09rl4rk,Simon Schwarz,,Austria
/m/04y6s2q,Ashley Rickards,,United States of America
/m/06fd01,Nancy Allen,,United States of America
/m/015gw6,Alan Bates,,United Kingdom
/m/02js_6,Rip Torn,,United States of America
/m/0h7hcy,Cliff Gorman,,United States of America
/m/0309lm,Stephen Root,,United States of America
/m/05xd_v,Michael Murphy,,United States of America
/m/0czn1d,Goya Toledo,,Spain
/m/09gqksc,Nina Proll,,Austria
/m/03mbrr,Greg Germann,,United States of America
/m/0fw0l9,Robert John Burke,,United States of America
/m/080q78,JR Bourne,,Canada
/m/07480_,Raymond J. Barry,,Canada
/m/07480_,Raymond J. Barry,,United States of America
/m/02qbmxr,Stanley Anderson,,United States of America
/m/02qfy2h,Matthew Arkin,,United States of America
/m/0c1h0c8,Denise Dowse,,United States of America
/m/0cfwj7,Nanda,,India
/m/0cfwj7,Nanda,,Dominion of India
/m/04ldxnw,Daniel Seltzer,,United States of America
/m/0gp_tx,Dhamu,,India
/m/04zyy39,Linda Miller,,United States of America
/m/03c9d2r,Lisa Lucas,,United States of America
/m/0cr7p37,Raj Mehra,,India
/m/0d4p29b,John Posey,,United States of America
/m/02mxw0,Ned Beatty,,United States of America
/m/06t0c5,Hardy Krüger,,Germany
/m/04xbhp,Oskar Homolka,,United States of America
/m/04xbhp,Oskar Homolka,,Austria
/m/02g5jh,Maria Schell,,Switzerland
/m/02g5jh,Maria Schell,,Austria
/m/0jrny,Christopher Reeve,,United States of America
/m/073749,Jennifer Coolidge,,United States of America
/m/02n6fn,Peggy Ashcroft,,United Kingdom
/m/02n6fn,Peggy Ashcroft,,United Kingdom of Great Britain and Ireland
/m/01gvx4,Valerie Perrine,,United States of America
/m/021nx5,Rachel Ward,,United Kingdom
/m/021nx5,Rachel Ward,,Australia
/m/06fgbb,Lloyd Nolan,,United States of America
/m/0q9vf,Michael Richards,,United States of America
/m/03nv71,Bernard Lee,,United Kingdom
/m/06n2th,George Buck Flower,,United States of America
/m/015dnt,Trevor Howard,,United Kingdom
/m/015dnt,Trevor Howard,,United Kingdom of Great Britain and Ireland
/m/04bgrh,Bryan Brown,,Australia
/m/012c6x,Jackie Cooper,,United States of America
/m/029d6t,Elroy Hirsch,,United States of America
/m/04qmmn,Sarah Douglas,,United Kingdom
/m/05zvln4,James Brown,,United States of America
/m/07k84c,Colin Gordon,,United Kingdom
/m/08h0y7,Jack O'Halloran,,United States of America
/m/01pj2d,Ali Wentworth,,United States of America
/m/06q_62,Terence Alexander,,United Kingdom
/m/07b9cq,Grant Bowler,,Australia
/m/07b9cq,Grant Bowler,,New Zealand
/m/09gdc6d,James Millican,,United States of America
/m/06db7b,Jeff East,,United States of America
/m/027nj3y,Chris DeRose,,United States of America
/m/02x9r5j,Heather Rattray,,United States of America
/m/048svj,Jagathy Sreekumar,,India
/m/026m6q8,Steve Bastoni,,Italy
/m/026m6q8,Steve Bastoni,,Australia
/m/04cs0xs,Joseph Crehan,,United States of America
/m/0d_9jh,Kunchacko Boban,,India
/m/02xctz0,Susan Damante,,United States of America
/m/0gg6xdn,William Bryant,,United States of America
/m/04mx6jw,Frank Cellier,,United Kingdom
/m/04mx6jw,Frank Cellier,,United Kingdom of Great Britain and Ireland
/m/07np3f,Otto Sander,,Germany
/m/0by0fmk,Julia Dietze,,France
/m/0by0fmk,Julia Dietze,,Germany
/m/0b6dx1k,Rick Kavanian,,Germany
/m/03ylct,Rachel Luttrell,,Canada
/m/01h_3z,Thomas Gottschalk,,Germany
/m/01ty7ll,Betty Grable,,United States of America
/m/030bvb,Elke Sommer,,Germany
/m/05mx9p,Lori Singer,,United States of America
/m/080j91,Josh Randall,,United States of America
/m/029135,Victor Mature,,United States of America
/m/0f9h1l,Joelle Carter,,United States of America
/m/02q68zy,Martina Stella,,Italy
/m/02r4t7b,Eita Nagayama,,Japan
/m/0gwzmqf,Kuranosuke Sasaki,,Japan
/m/01njcg7,Cesare Cremonini,,Italy
/m/0ccjph,Juri Ueno,,Japan
/m/0gbz99h,Elisabetta Rocchetti,,Italy
/m/07f827,James Toback,,United States of America
/m/0jt23l,Massimo Vanni,,Italy
/m/05yv8v5,Pat Healy,,United States of America
/m/0cfz_z,Rajendra Nath,,India
/m/0cfz_z,Rajendra Nath,,British Raj
/m/0cfz_z,Rajendra Nath,,Dominion of India
/m/0gc4kf0,Andrea Ascolese,,Italy
/m/0kb0910,Carlo Simoni,,Italy
/m/0gc50gt,Denis Fasolo,,Italy
/m/0kb08_w,Giulia Weber,,Italy
/m/0k9ym5h,Maria Mazza,,Italy
/m/0k9_tj5,Mascia Foschi,,Italy
/m/0kb090m,Sergio Romano,,Italy
/m/0ddgv5x,Jalaja,,India
/m/0gcx730,Manmohan,,India
/m/0gcx730,Manmohan,,British Raj
/m/0gcx730,Manmohan,,Dominion of India
/m/0k9ym4w,Chiara Sani,,Italy
/m/0h7pj,Bruce Willis,,United States of America
/m/0c6qh,Brad Pitt,Swedish Americans,United States of America
/m/0c6qh,Brad Pitt,German Americans,United States of America
/m/0c6qh,Brad Pitt,Dutch Americans,United States of America
/m/0c6qh,Brad Pitt,Irish Americans,United States of America
/m/0c6qh,Brad Pitt,French Americans,United States of America
/m/0c6qh,Brad Pitt,British Americans,United States of America
/m/0c6qh,Brad Pitt,Cornish Americans,United States of America
/m/05mj7m,Marc Singer,,Canada
/m/05mj7m,Marc Singer,,United States of America
/m/01xldv,Madeleine Stowe,,United States of America
/m/06bzwt,David Morse,,United States of America
/m/05sdxx,Gil Bellows,,Canada
/m/09qj2l,Wings Hauser,,United States of America
/m/04bpvh,Christopher Meloni,,United States of America
/m/03fghg,Toshiyuki Morikawa,,Japan
/m/051tjf,Michael Berryman,,United States of America
/m/0d7w11,Anthony Azizi,,United States of America
/m/08r1g7,Yuri Lowenthal,,United States of America
/m/06h_cf,Gemini Ganesan,,India
/m/06h_cf,Gemini Ganesan,,British Raj
/m/06h_cf,Gemini Ganesan,,Dominion of India
/m/02qsg3n,Ross McCall,,United Kingdom
/m/0dxdcm,Monte Blue,,United States of America
/m/03gmcp,Hideyuki Tanaka,,Japan
/m/0bn8fw,Michael McConnohie,,United States of America
/m/04n67mx,Whitney Cummings,German Americans,United States of America
/m/04n67mx,Whitney Cummings,Irish Americans,United States of America
/m/04n67mx,Whitney Cummings,British Americans,United States of America
/m/0gh6m9,Kate Buffery,,United Kingdom
/m/02vpyd2,Dorothy Burgess,,United States of America
/m/01s62s,George Calil,,United Kingdom
/m/0268brd,Hunter MacKenzie Austin,,United States of America
/m/04x9zz,Jeremy Edwards,,United Kingdom
/m/0gcg0ry,Yuzuru Fujimoto,,Japan
/m/0gcg0ry,Yuzuru Fujimoto,,Empire of Japan
/m/0411ql,Megan Hollingshead,,United States of America
/m/0gdk3cl,Krishan Dhawan,,
/m/01c2sl,Lillian Gish,,United States of America
/m/0451j,Jet Li,,United States of America
/m/0451j,Jet Li,,People's Republic of China
/m/0451j,Jet Li,,Singapore
/m/029q_y,Holly Marie Combs,,United States of America
/m/03592b,Sarah Chalke,,Canada
/m/03592b,Sarah Chalke,,United States of America
/m/03c4lcn,Jeff Donnell,,United States of America
/m/08wr9y,Linda Thorson,,Canada
/m/072prm,Robert Clary,,France
/m/011xjd,Lon Chaney Jr.,,United States of America
/m/062gdd,Colin Salmon,,United Kingdom
/m/0c_lq5,Masaharu Satō,,Japan
/m/09nzjk,Steven Weber,,United States of America
/m/06stmg,Martin Crewes,,United Kingdom
/m/06stmg,Martin Crewes,,Australia
/m/05c1xxy,John Sutton,,United Kingdom
/m/0gb2sw,Rick Ravanello,,Canada
/m/027d5k8,Philip Van Zandt,,Kingdom of the Netherlands
/m/091q24,Joseph May,,United Kingdom
/m/03nr4s4,Sarath Babu,,India
/m/0fftb9,Shinya Ōtaki,,Japan
/m/02ryc7f,Andrew Johnston,,Australia
/m/09g9y99,Dick Wei,,Taiwan
/m/04m_nd5,Ebbe Langberg,,Kingdom of Denmark
/m/047pc5x,Nelson Leigh,,United States of America
/m/03mghw3,Jamuna,,India
/m/0h63npp,Rajasulochana,,India
/m/0h63npp,Rajasulochana,,British Raj
/m/0h63npp,Rajasulochana,,Dominion of India
/m/06xcd_,S. V. Ranga Rao,,India
/m/06xcd_,S. V. Ranga Rao,,British Raj
/m/06xcd_,S. V. Ranga Rao,,Dominion of India
/m/0fy2zn,Sonam,,India
/m/0hn3f9w,Edward Colmans,,United Kingdom
/m/02nx0q9,Michael Buie,,Canada
/m/04p74g4,Helen Gilbert,,United States of America
/m/0k_mt,Rainer Werner Fassbinder,,West Germany
/m/07kf9x1,Günther Kaufmann,,Germany
/m/040z9,Jack Lemmon,,United States of America
/m/02yx4j,Kathryn Morris,,United States of America
/m/026962k,Yaragudipati Venkata Mahalakshmi,,India
/m/03xkps,Beau Bridges,,United States of America
/m/04qxvw,Robert Cummings,,United States of America
/m/07f0tw,Waheeda Rehman,,India
/m/06vgv8,Tom Everett Scott,,United States of America
/m/0bwnll9,Stanko Molnar,,Croatia
/m/03z68l,Bruce LaBruce,,Canada
/m/0gc1x0g,Med Flory,,United States of America
/m/03kqnq,Jay North,,United States of America
/m/0223g8,Daws Butler,,United States of America
/m/0bv_clx,Arlette Didier,,France
/m/0jvv29t,Françoise Giret,,France
/m/04l589,G. B. Jones,,Canada
/m/0jvv36k,Jacques Champreux,,France
/m/0bwnlkx,Benjamin Lev,,Italy
/m/0bwnlkx,Benjamin Lev,,Lebanon
/m/0bwnlls,Biagio Pelligra,,Italy
/m/0bwnllk,Luisa De Santis,,Italy
/m/02x0d1n,Angel Tompkins,,United States of America
/m/0cr3z8,Anthony James,,United States of America
/m/0964zl,Barry Atwater,,United States of America
/m/0bmhzzc,Gordon Heath,,United States of America
/m/0bs0r3b,Rajanala Nageswara Rao,,India
