freebaseID,actorLabel,ethnicityLabel,nationalityLabel
/m/04jdq71,José Nieto,,Spain
/m/083q0x,Lars Hanson,,Sweden
/m/07hp1y,Marcel Dalio,,France
/m/05t6pt,Cláudia Abreu,,Brazil
/m/0718f6,Nicholas Turturro,,United States of America
/m/027bm15,Matheus Nachtergaele,,Brazil
/m/0jyd96,Alessandra Negrini,,Brazil
/m/03mdm7_,Eileen Sedgwick,,United States of America
/m/0gw7g2,Kate Price,,United States of America
/m/0gw7g2,Kate Price,,United Kingdom of Great Britain and Ireland
/m/05zrv21,Tora Teje,,Sweden
/m/05sys68,Othon Bastos,,Brazil
/m/0bsh5t,Selton Mello,,Brazil
/m/03d42ys,Dennis Wyndham,,United Kingdom of Great Britain and Ireland
/m/01qh5lq,Miguel Aceves Mejía,,United States of America
/m/01qh5lq,Miguel Aceves Mejía,,Mexico
/m/02qgcgg,F. William Parker,,United States of America
/m/03m5m8m,Nelson Dantas,,Brazil
/m/0fqlz5r,Ida Waterman,,United States of America
/m/09j1nn,Luiz Fernando Guimarães,,Brazil
/m/0gc5sw_,Margaret Landis,,United States of America
/m/0bxwgd4,Steven Michael Quezada,,United States of America
/m/0cz8pt4,Vikramaditya Shukla,,
/m/03cbg1w,William Scott,,United States of America
/m/0jyd8k,Marco Ricca,,Brazil
/m/0gc3899,Maurício Gonçalves,,Brazil
/m/0jvpzj,Pedro Cardoso,,Brazil
/m/016bx2,Michael Powell,,United Kingdom
/m/06vvmp,Emmanuelle Vaugier,,Canada
/m/03gl8g,John Savage,,United States of America
/m/07yz84,Vinessa Shaw,,United States of America
/m/075b5t,Monet Mazur,,United States of America
/m/0bky4s,Keegan Connor Tracy,,Canada
/m/06_tfw,Alice Terry,,United States of America
/m/04kwbt,Griffin Dunne,,United States of America
/m/08bty9,Shin Ha-kyun,,South Korea
/m/0b3gz9,Hwang Jung-min,,South Korea
/m/04y6mht,Jes Holtsø,,Kingdom of Denmark
/m/03q2qj,Ove Sprogøe,,Kingdom of Denmark
/m/04zwcks,Mae Mercer,,United States of America
/m/03m6xhw,Richard Eyer,,United States of America
/m/0cc69dm,Jimmy Bridges,,United States of America
/m/03bk4f,Michael Dante,,United States of America
/m/05p55pc,Russ Conway,,Canada
/m/05p55pc,Russ Conway,,United States of America
/m/03d4501,Thangar Bachan,,India
/m/0b3nhy,Kim Roe-ha,,South Korea
/m/0hyvd3_,John Cliff,,United States of America
/m/04m3qxy,Gi Ju-bong,,South Korea
/m/0gbxkyd,Charles Weldon,,United States of America
/m/0gc0fqw,Don Hood,,United States of America
/m/0c4pyz,Ole Olsen,,United States of America
/m/0d3gd0,Michel Simon,,Switzerland
/m/0dw97v,Sylvia Chang,,Taiwan
/m/06lqn7,Jamie Bamber,,United States of America
/m/06lqn7,Jamie Bamber,,United Kingdom
/m/04n1_03,Helle Virkner,,Kingdom of Denmark
/m/0ksdks,Teddy Robin,,People's Republic of China
/m/064qbs2,Anthony Chan,,People's Republic of China
/m/04n30wx,Lis Løwert,,Kingdom of Denmark
/m/02r31wf,Philip Chan,,People's Republic of China
/m/03q30s,Morten Grunwald,,Kingdom of Denmark
/m/0bggl4m,Jiří Krytinář,,Czech Republic
/m/027nc6q,Kieron Moore,,Ireland
/m/04m_27_,Sigrid Horne-Rasmussen,,Kingdom of Denmark
/m/047pjgh,Astrid Villaume,,Kingdom of Denmark
/m/07dcd8,John Halliday,,United States of America
/m/0k08hx,Pavel Nový,,Czech Republic
/m/0fw1q7,Leticia Bredice,,Argentina
/m/05p9grv,Anna Synodinou,,Greece
/m/0bl79l,Martin Huba,,Slovakia
/m/02pszjj,Adrián Navarro,,Argentina
/m/03mb1kl,Barry Coe,,United States of America
/m/0dz546,Claudia Dell,,United States of America
/m/05szpxl,Bhanu Bandopadhyay,,India
/m/05szpxl,Bhanu Bandopadhyay,,British Raj
/m/05szpxl,Bhanu Bandopadhyay,,Dominion of India
/m/02x2mfr,Bud Osborne,,United States of America
/m/04m_zs3,Einar Juhl,,Kingdom of Denmark
/m/04mzfcf,Gunnar Lauring,,Kingdom of Denmark
/m/04n3l4_,Louis Miehe-Renard,,Kingdom of Denmark
/m/05f7x67,Jayabharathi,,India
/m/095nm_,William Gaxton,,United States of America
/m/065yd6c,Jorge Marrale,,Argentina
/m/0gxs24s,José Medina,,Brazil
/m/0k08hq,Jaroslav Dušek,,Czech Republic
/m/0gszqm,Robert Brown,,United States of America
/m/0gcz193,Stano Dančiak,,Slovakia
/m/02m30v,Joan Bennett,,United States of America
/m/0f6yj5,Otto Kruger,,United States of America
/m/027yf9h,Gail Patrick,,United States of America
/m/03w4sh,Neal McDonough,,United States of America
/m/049468,Jaya Bachchan,,India
/m/0bv_fhf,Marie Kleiber,,France
/m/02qzxz7,Birgit Sadolin,,Kingdom of Denmark
/m/0279dcg,Adrianne Frost,,United States of America
/m/04myvfr,Carl Johan Hviid,,Kingdom of Denmark
/m/04n4q0d,Edith Hermansen,,Kingdom of Denmark
/m/0jvqdz_,Ilva Niño,,Brazil
/m/0bff02t,Stepan Nercessian,,Brazil
/m/0gdk9ty,Austin Abrams,,United States of America
/m/0jvq9hp,Antônio Patiño,,Brazil
/m/0b_kbn8,Shanna Forrestall,,
/m/02cq81,Carole Landis,,United States of America
/m/01py4j,Anna Neagle,,United Kingdom
/m/01py4j,Anna Neagle,,United Kingdom of Great Britain and Ireland
/m/02xgrd,William Devane,,United States of America
/m/03h1s9k,Florence Bates,,United States of America
/m/02q_tv5,Annie Wu,,Taiwan
/m/06w8cy,Keith Scott,,Canada
/m/01n_q5p,Frankie Vaughan,,United Kingdom
/m/02ps5kj,Bill Tung,,People's Republic of China
/m/0g5pt33,Edward Norris,,United States of America
/m/052kb2,Wilfrid Hyde-White,,United Kingdom
/m/0333l4,John Kassir,,United States of America
/m/0cgzs6x,John Eaves,,Canada
/m/03slgw,Kenneth Cope,,United Kingdom
/m/0cgzs87,Nonna Grishayeva,,Russia
/m/0cgzs87,Nonna Grishayeva,,Soviet Union
/m/0gl3gq,Christopher Showerman,,United States of America
/m/0bv_p6v,Jean Galland,,France
/m/07484w,Polly Ann Young,,United States of America
/m/07s3plq,Allan Jeayes,,United Kingdom
/m/07s3plq,Allan Jeayes,,United Kingdom of Great Britain and Ireland
/m/03d80k2,Christopher Rhodes,,United Kingdom
/m/02x2m5h,Eddy Waller,,United States of America
/m/02vlqzd,Harold Kasket,,United Kingdom
/m/02vlqzd,Harold Kasket,,United Kingdom of Great Britain and Ireland
/m/03mht_b,Hay Petrie,,United Kingdom
/m/03mht_b,Hay Petrie,,United Kingdom of Great Britain and Ireland
/m/05ztpy_,Ivor Barnard,,United Kingdom
/m/05ztpy_,Ivor Barnard,,United Kingdom of Great Britain and Ireland
/m/0gbxk__,Jack Rutherford,,United Kingdom
/m/0gbxk__,Jack Rutherford,,United Kingdom of Great Britain and Ireland
/m/03hny6c,Peter Haddon,,United Kingdom
/m/03hny6c,Peter Haddon,,United Kingdom of Great Britain and Ireland
/m/09gb7w_,Salim Ghouse,,India
/m/09v4sy0,Stocker Fontelieu,,United States of America
/m/0gbwgtj,Horace Murphy,,United States of America
/m/0gb_22f,Karl Hackett,,United States of America
/m/0gc0l_2,Sylvia Kuumba Williams,,United States of America
/m/0gc1znq,Marjorie Woodworth,,United States of America
/m/0hn3f7z,Ralph Brooks,,United States of America
/m/03yrkt,Brittany Snow,,United States of America
/m/07lplr,Scout Taylor-Compton,,United States of America
/m/03strr,Sarah Wright,,United States of America
/m/05rm4w,"Noah Beery, Sr.",,United States of America
/m/04xbtl,Devon Werkheiser,,United States of America
/m/03cg2rv,Nicholas Braun,,United States of America
/m/0kshgq,James Eckhouse,,United States of America
/m/01n1gc,Ben Stein,,United States of America
/m/0d7zxq,Charles King,,United States of America
/m/03mtzt,Dean Jones,,United States of America
/m/0f0p1q,Donald Moffat,,United States of America
/m/0f0p1q,Donald Moffat,,United Kingdom
/m/0bkx1h,Philip Jackson,,United Kingdom
/m/0gjtcx,Lowell Sherman,,United States of America
/m/06h_4c,Sue Johnston,,United Kingdom
/m/01tmyqy,Stephen Moore,,United Kingdom
/m/07kqq_,Stephen Tompkinson,,United Kingdom
/m/0kstds,Matheson Lang,,Canada
/m/0b__762,Louanne Sirota,,United States of America
/m/0264vwb,Adithya,,India
/m/0flqdz,Vivien Oakland,,United States of America
/m/05zf39,Sean Marquette,,United States of America
/m/0fc67c,June Thorburn,,United Kingdom
/m/07hf5f,Melanie Hill,,United Kingdom
/m/0g5wwz,Peter Martin,,United Kingdom
/m/03c0sjh,Jill Adams,,United Kingdom
/m/0h1vw2,Maurice Cass,,Lithuania
/m/05srldn,Peter Gunn,,United Kingdom
/m/02q97xt,Shoma Anand,,India
/m/0421mk_,Hutin Britton,,United Kingdom
/m/0421mk_,Hutin Britton,,United Kingdom of Great Britain and Ireland
/m/0gdkxy0,Ken Luckey,,United States of America
/m/03c0fsn,Lill Roughley,,United Kingdom
/m/06jyp0,Branscombe Richmond,,United States of America
/m/03p9hl,Claire Bloom,,United Kingdom
/m/026myr,Claudia Christian,,United States of America
/m/0gppl9,Lin Shaye,,United States of America
/m/04w3n3,William Boyett,,United States of America
/m/0jyrc9,Chris Mulkey,,United States of America
/m/05pqyp,Ed O'Ross,,United States of America
/m/05b2cws,Annie Bos,,Kingdom of the Netherlands
/m/05zsptf,Willem van der Veer,,Kingdom of the Netherlands
/m/05zln80,Jan van Dommelen,,Kingdom of the Netherlands
/m/03hnxhq,Grete Nordrå,,Norway
/m/02vl5s7,Katherine Cannon,,United States of America
/m/05zsw1k,Christine van Meeteren,,Kingdom of the Netherlands
/m/0478nx,Otto Jespersen,,Norway
/m/0cps7f,Alan MacNaughtan,,United Kingdom
/m/0cps7f,Alan MacNaughtan,,United Kingdom of Great Britain and Ireland
/m/0gcsq7p,Elisabeth Sand,,Norway
/m/08sm7q,Clarence Felder,,United States of America
/m/04zz7rq,Dag Vågsås,,Norway
/m/052_rw8,David Waller,,United Kingdom
/m/052_rw8,David Waller,,United Kingdom of Great Britain and Ireland
/m/01wnk23,Gard B. Eidsvold,,Norway
/m/0bggnlb,Trond Høvik,,Norway
/m/03y8ttx,John P. McCann,,United States of America
/m/077lbn,Tim Preece,,United Kingdom
/m/0gm5fvp,Gjertrud L. Jynge,,Norway
/m/0jvryt5,Grethe Bøe-Waal,,Norway
/m/0404wqb,Ariel Winter,,United States of America
/m/02q007w,AnnaLynne McCord,,United States of America
/m/01g24t,Marion Davies,,United States of America
/m/022p5t,Terry Farrell,,United States of America
/m/0637h9,Valerie Chow,,People's Republic of China
/m/0637h9,Valerie Chow,,Hong Kong
/m/02pzzj2,Irina Alfyorova,,Russia
/m/02pzzj2,Irina Alfyorova,,Soviet Union
/m/02yy_j,John Waters,,United States of America
/m/024xw1,Jeremy Sumpter,,United States of America
/m/02gt7m,Sam Kinison,,United States of America
/m/015b67,Rodney Dangerfield,,United States of America
/m/02bcvd,Robert Davi,,United States of America
/m/016vy9,Susan Dey,,United States of America
/m/090b66,Timothy Carey,,United States of America
/m/01r1jx,Faye Wong,,People's Republic of China
/m/045lwq,Robert Keith,,United States of America
/m/073yhm,George Coulouris,,United Kingdom
/m/05q85yr,Natalie Dreyfuss,,United States of America
/m/05prlx,Keith Gordon,,United States of America
/m/0h4pvtw,Molly McCook,,United States of America
/m/02qgcbb,John Paragon,,United States of America
/m/0fpk36b,Paul Farrell,,Ireland
/m/0bs5n__,Brennan Bailey,,United States of America
/m/0gbxz36,Nieves Herranz,,Spain
/m/02qnd4s,Phillip Pine,,United States of America
/m/0gc16ln,Quinn Duffy,,United States of America
/m/0dn1rz,Ron Balicki,,United States of America
/m/0h2zdq4,Matthew Fahey,,United States of America
/m/0gc1jdy,Shirley Jo Finney,,United States of America
/m/026hskb,Frank McHugh,,United States of America
/m/03j367r,Anil Kapoor,,India
/m/04n3ryz,Lino Banfi,,Italy
/m/0gsl1m,Lionel Belmore,,United Kingdom
/m/02ml74,Caroline Dhavernas,,Canada
/m/0d376_,Paul Johansson,,United States of America
/m/06vsbt,Vincent Kartheiser,,United States of America
/m/0123x2,Glenn Quinn,,Ireland
/m/04gq20z,Marisa Merlini,,Italy
/m/04gq20z,Marisa Merlini,,Kingdom of Italy
/m/0cmbdh2,Constance Worth,,Australia
/m/04my0hg,Gianni Cavina,,Italy
/m/0bv8zdp,Tamás Dunai,,Hungary
/m/0bv8zd7,Erzsi Pásztor,,Hungary
/m/0bv8zfc,Teréz Bod,,Hungary
/m/01lyy43,Jamie Walters,,United States of America
/m/052zxgr,Ganesh Venkatraman,,India
/m/0bv8zd0,Vera Pap,,Hungary
/m/05bnc4,King Baggot,,United States of America
/m/02rlpqw,George J. Lewis,,United States of America
/m/0f4q8p,Michael Bacall,,United States of America
/m/0gc3ws4,Donald Kirke,,United States of America
/m/0b75jqn,Leon Janney,,United States of America
/m/0g9n0g8,Zvonko Lepetić,,Socialist Federal Republic of Yugoslavia
/m/0g9n0g8,Zvonko Lepetić,,Kingdom of Yugoslavia
/m/05zqvb4,Anuja Iyer,,India
/m/02vyqys,C. Montague Shaw,,Australia
/m/027v_vm,Norman Korpi,,United States of America
/m/0c3q57,Shilpa Shirodkar,,India
/m/07kf51l,Sriman,,India
/m/0gblzwm,Jonas Chernick,,Canada
/m/0bv8zft,Ágnes Dávid,,
/m/05ydx0,Ayesha Takia,,India
/m/03r2sj,Shu Qi,,Taiwan
/m/04d1nq,Bebel Gilberto,,United States of America
/m/04d1nq,Bebel Gilberto,,Brazil
/m/02rw2x9,Marian Rivera,,Spain
/m/0l12d,David Byrne,,United States of America
/m/01p9ygs,Sammi Cheng,,People's Republic of China
/m/01p9ygs,Sammi Cheng,,British Hong Kong
/m/01p9yx8,Daniel Chan,,People's Republic of China
/m/0cc32s,Sandra Ng,,People's Republic of China
/m/063_kcc,Kristy Yang,,Canada
/m/056l4d,Seu Jorge,African Brazilians,Brazil
/m/05zqwgt,Beata Asimakopoulou,,Greece
/m/04my7l8,Aris Maliagros,,Greece
/m/04gmj1j,Wendell Ramos,,Philippines
/m/04n1_hl,Tzavalas Karousos,,Greece
/m/0hhqy9q,Betty Arvaniti,,Greece
/m/02r02gt,Marguerite Viby,,Kingdom of Denmark
/m/04mx8ww,Yannis Mihalopoulos,,Greece
/m/04n5x_x,Jay R Sillona,,Philippines
/m/05wh0s,Lee Kin-yan,,Hong Kong
/m/04cx3f5,Luis Alandy,,Philippines
/m/05c0swy,Nikos Tzogias,,Greece
/m/0bxl3y8,Pat Twohill,,Australia
/m/04n268h,Pavan Malhotra,,India
/m/0809zj7,Ryan Eigenmann,,Philippines
/m/0b6f_d0,Stavros Xenidis,,Greece
/m/0jzmg_z,Makis Demiris,,Greece
/m/0jsnl2,Manoj Pahwa,,India
/m/0jzmh2h,Rafael Denoyias,,Greece
/m/0bxl3xs,Betty Bryant,,Australia
/m/03xb2w,Kevin James,Ashkenazi Jews,United States of America
/m/03xb2w,Kevin James,Sephardi Jews,United States of America
/m/03xb2w,Kevin James,German Americans,United States of America
/m/03xb2w,Kevin James,Italian Americans,United States of America
/m/0fgg4,Jennifer Connelly,Ashkenazi Jews,United States of America
/m/0fgg4,Jennifer Connelly,Irish Americans,United States of America
/m/0fgg4,Jennifer Connelly,Norwegian Americans,United States of America
/m/0bxskx,Talulah Riley,,United Kingdom
/m/02pt2hc,Jeff Burr,,United States of America
/m/0fzspf,Eric Jungmann,,United States of America
/m/06lfyp,Anthony De Longis,,United States of America
/m/076w_b,David O'Hara,,United Kingdom
/m/04bg9k,Dennis Haskins,,United States of America
/m/055gm00,Masato Hagiwara,,Japan
/m/04x3j8,Miki Nakatani,,Japan
/m/03806d,Timothy Bottoms,,United States of America
/m/026sv79,Luke Askew,,United States of America
/m/08zs50,Masakatsu Funaki,,Japan
/m/05zlbz8,Tatsuya Fuji,,Japan
/m/03m664c,Cássia Kis,,Brazil
/m/0gc6txh,María Socas,,Argentina
/m/0bvc5v,Fana Mokoena,,South Africa
/m/03wfs60,Desmond Dube,,South Africa
/m/0gc9j4_,Eduardo Conte,,Brazil
/m/027n2z6,Harry Townes,,United States of America
/m/0l_mq,Leleti Khumalo,,South Africa
/m/0bhktdy,Rebecca Spence,,United States of America
/m/04scd2z,Tony Kgoroge,,South Africa
/m/0lq98jw,Tony Tornado,,Brazil
/m/0bw0fpn,Álvaro Freire,,Brazil
/m/027v6xy,Jang Keun-suk,,South Korea
/m/04jnqj,Chris Hemsworth,,Australia
/m/01j6fq,Elizabeth Berkley,,United States of America
/m/0jvtp,James Mason,,United Kingdom
/m/0jvtp,James Mason,,United Kingdom of Great Britain and Ireland
/m/0dgsttx,Kim Peacock,,United Kingdom
/m/0dgsttx,Kim Peacock,,United Kingdom of Great Britain and Ireland
/m/0548k9,Meisa Kuroki,,Japan
/m/05ml_s,Timothy Olyphant,,United States of America
/m/02ps7qb,Wade Domínguez,,United States of America
/m/06nts3,Casey Siemaszko,,United States of America
/m/02893pg,Shōsuke Tanihara,,Japan
/m/02z1630,Russell Simpson,,United States of America
/m/0ddpsj,Riki Takeuchi,,Japan
/m/076vsjr,Katie Chonacas,,United States of America
/m/096lqc,Travis Willingham,,United States of America
/m/0fk55m,Grace Darmond,,United States of America
/m/05bzlrb,Dale Dickey,,United States of America
/m/080bndc,Itsuji Itao,,Japan
/m/0fx7pk,Claudine Barretto,,Philippines
/m/025xw0_,Chili Bouchier,,United Kingdom
/m/025xw0_,Chili Bouchier,,United Kingdom of Great Britain and Ireland
/m/04mk5ty,María Onetto,,Argentina
/m/028635s,Julio Chávez,,Argentina
/m/043r384,Mickey Curtis,,Japan
/m/0bysf10,Takeshi Caesar,,Japan
/m/0gq1rt,Tejashree,,India
/m/05mr2y7,Wendy Braun,,United States of America
/m/0gbyvn4,Rie Tsuneyoshi,,Japan
/m/09vw0_q,Tōru Minegishi,,Japan
/m/09vw0_q,Tōru Minegishi,,Empire of Japan
/m/0cr7q2b,Mohan Choti,,India
/m/0cr7q2b,Mohan Choti,,British Raj
/m/0cr7q2b,Mohan Choti,,Dominion of India
/m/0ct15lj,Shubha Balsavar Khote,,India
/m/06znfn1,Nikhil Dwivedi,,India
/m/02pmsb2,Inés Molina,,Argentina
/m/0gby1nk,Sonia Sahni,,India
/m/03hp37p,George Irving,,United States of America
/m/02q2fyc,Maruschka Detmers,,Kingdom of the Netherlands
/m/04ld0yq,Giacomo Rossi-Stuart,,Italy
/m/04ld0yq,Giacomo Rossi-Stuart,,Kingdom of Italy
/m/07gwvb,Caroline Munro,,United Kingdom
/m/02780qj,Kim Ha-neul,,South Korea
/m/02y2_9,Alan Ruck,,United States of America
/m/0271d0f,Anita Morris,,United States of America
/m/02xcqd6,Harry Myers,,United States of America
/m/02pmnm6,Dolores Fonzi,,Argentina
/m/0bk4r6,John Ashton,,United States of America
/m/040sjh,Nino Castelnuovo,,Italy
/m/040sjh,Nino Castelnuovo,,Kingdom of Italy
/m/0c4pclr,Carlo Alighiero,,Italy
/m/03tpmx,James Daly,,United States of America
/m/0gbwy3s,Fortunato Arena,,Italy
/m/0gbwy3s,Fortunato Arena,,Kingdom of Italy
/m/0cmyp8,Shane Briant,,United Kingdom
/m/02h5vmw,Gavan O'Herlihy,,Ireland
/m/0fhg01,Pablo Echarri,,Argentina
/m/05757k,Faten Hamama,,Egypt
/m/0bgk7xj,Park Yong-woo,,South Korea
/m/01pqx90,Adriana Varela,,Argentina
/m/02q7wxb,Cecilia Parker,,Canada
/m/02q7wxb,Cecilia Parker,,United States of America
/m/0c5zk1,John Carson,,United Kingdom
/m/0gcpbgl,Dan Sturkie,,United States of America
/m/02ph2rl,Charlotte Merriam,,United States of America
/m/0288ztp,Daniel Valenzuela,,Argentina
/m/0hpbbsc,Diane Sinclair,,United States of America
/m/0g4jmv_,Claudio Rissi,,Argentina
/m/0bdtcnj,Luis Ziembrowski,,Argentina
/m/0bfdycn,Roberto Vallejos,,Argentina
/m/0lfkp3p,José Torres,,Venezuela
/m/04z2qx,Jean Rochefort,,France
/m/03gvmcq,Brian Markinson,,Canada
/m/0437qh,Kelly Rowan,,Canada
/m/02hg84,Erin Gray,,United States of America
/m/0fg6jn,Dustin Milligan,,Canada
/m/0b2l8f,Matt Lanter,,United States of America
/m/02xn_q,Anthony Daniels,,United Kingdom
/m/09mblm,Trish Van Devere,,United States of America
/m/03jg5t,Edward Woodward,,United Kingdom
/m/01yh3y,Corey Burton,,United States of America
/m/040539,Ian Charleson,,United Kingdom
/m/02hg3p,Gil Gerard,,United States of America
/m/03npng0,Tegan Moss,,Canada
/m/02l_n5,William Bendix,,United States of America
/m/090_hs,Ian Abercrombie,,United Kingdom
/m/05zd_3,Tom Kane,,United States of America
/m/07b5v1,Tim O'Connor,,United States of America
/m/090wq2,Art Baker,,United States of America
/m/08hh7x,Barbara Britton,,United States of America
/m/043s6bk,Gabby Concepcion,,Philippines
/m/0h17rg,Maricel Soriano,,Philippines
/m/02hg4r,Pamela Hensley,,United States of America
/m/03f4y5t,Agot Isidro,,Philippines
/m/041fcq,Catherine Taber,,United States of America
/m/0j_kn3,Shawn Doyle,,Canada
/m/0gc47ss,Anthony Ireland,,United Kingdom
/m/0gc47ss,Anthony Ireland,,United Kingdom of Great Britain and Ireland
/m/07cgg3,Ashley Eckstein,,United States of America
/m/06sr8f,David Burns,,United States of America
/m/04ybq7b,Deepak Adhikari,,India
/m/0cz87rg,Henry Hewitt,,United Kingdom
/m/0cz87rg,Henry Hewitt,,United Kingdom of Great Britain and Ireland
/m/04hg05,James Laurenson,,New Zealand
/m/02vw1tc,Jeanne de Casalis,,France
/m/02vw1tc,Jeanne de Casalis,,United Kingdom
/m/02vw1tc,Jeanne de Casalis,,United Kingdom of Great Britain and Ireland
/m/02r8psf,Kottarakkara Sreedharan Nair,,India
/m/02r8psf,Kottarakkara Sreedharan Nair,,British Raj
/m/02r8psf,Kottarakkara Sreedharan Nair,,Dominion of India
/m/02vq96m,Ranjit Mullick,,India
/m/02vq96m,Ranjit Mullick,,British Raj
/m/02vq96m,Ranjit Mullick,,Dominion of India
/m/04q1q3s,Shyam,,
/m/03d4f8z,Thikkurissy Sukumaran Nair,,India
/m/03d4f8z,Thikkurissy Sukumaran Nair,,British Raj
/m/03d4f8z,Thikkurissy Sukumaran Nair,,Dominion of India
/m/0gc1mvn,Q12445065,,
/m/067sqt,Jennifer Morrison,,United States of America
/m/013zyw,Wes Craven,,United States of America
/m/0dq1sr,Mónica Cruz,,Spain
/m/03n4mk,Liza Weil,,United States of America
/m/0d9pmq,Vanessa Hessler,,Italy
/m/02r78ck,Stéphane Rousseau,,Canada
/m/07wd1g,Jill Eikenberry,,United States of America
/m/03hln7k,Dany Boon,,France
/m/0bn5pr,Park Eun-hye,,South Korea
/m/0mb_m,Gary Burghoff,,United States of America
/m/01nswd8,Bobby Troup,,United States of America
/m/057_yx,Kevin Dunn,,United States of America
/m/037b56,Benoît Poelvoorde,,Belgium
/m/067mkz,Jérôme Le Banner,,France
/m/085g1w,Nora Aunor,,Philippines
/m/02r68wx,Tom Irwin,,United States of America
/m/076ysmp,Alexandre Astier,,France
/m/0gcbbbd,Catherine Rich,,France
/m/07dv89,Jo Ann Pflug,,United States of America
/m/03lwj4,Roger Bowen,,United States of America
/m/02x0bc_,Conor O'Farrell,,United States of America
/m/02r18vk,Indus Arthur,,United States of America
/m/0j768df,Kang Seong-min,,South Korea
/m/0j768fc,Jeong Min,,South Korea
/m/016ypb,Hugo Weaving,,United Kingdom
/m/01s4vc,Triple H,,United States of America
/m/036hf4,Ryan Reynolds,Dutch Canadians,Canada
/m/036hf4,Ryan Reynolds,Irish Canadians,Canada
/m/036hf4,Ryan Reynolds,German Canadians,Canada
/m/036hf4,Ryan Reynolds,Cornish Canadians,Canada
/m/036hf4,Ryan Reynolds,Luxembourgish Canadians,Canada
/m/036hf4,Ryan Reynolds,British Canadians,Canada
/m/036hf4,Ryan Reynolds,Dutch Canadians,United States of America
/m/036hf4,Ryan Reynolds,Irish Canadians,United States of America
/m/036hf4,Ryan Reynolds,German Canadians,United States of America
/m/036hf4,Ryan Reynolds,Cornish Canadians,United States of America
/m/036hf4,Ryan Reynolds,Luxembourgish Canadians,United States of America
/m/036hf4,Ryan Reynolds,British Canadians,United States of America
/m/032bfz,Natasha Lyonne,Ashkenazi Jews,United States of America
/m/032bfz,Natasha Lyonne,Israeli Jews,United States of America
/m/032bfz,Natasha Lyonne,Ashkenazi Jews,Israel
/m/032bfz,Natasha Lyonne,Israeli Jews,Israel
/m/03wdk0,Sarah Wynter,,Australia
/m/044jx4,Jaime Bergman,,United States of America
/m/05x93q,Brian Krause,,United States of America
/m/04l19_,Patton Oswalt,,United States of America
/m/02ywjd,Laura Kightlinger,,United States of America
/m/05mlqj,James Remar,,United States of America
/m/0gc17b5,Kim Seo-hyung,,South Korea
/m/05km9b,Wayne Pigram,,Australia
/m/026n2y,Stephen Furst,,United States of America
/m/07y8l9,John Michael Higgins,,United States of America
/m/08259q,Gus Mercurio,,United States of America
/m/08259q,Gus Mercurio,,Australia
/m/02q_2jc,Garette Ratliff Henson,,United States of America
/m/0b36h3,Jake Johannsen,,United States of America
/m/09w1rc,Kett Turton,,United States of America
/m/0dnlnj,Mark DeCarlo,,United States of America
/m/03wdwnh,Julie Graham,,United Kingdom
/m/04rm4m,Brian Blain,,Australia
/m/05mv1tz,Christopher Fulford,,United Kingdom
/m/08433_,Con O'Neill,,United Kingdom
/m/089mpn,John Dicks,,United Kingdom
/m/04_0pkz,John Laughlin,,United States of America
/m/05xbll,Lisa Pelikan,,United States of America
/m/0j768p4,Lee Yeong-ho,,South Korea
/m/089mjf,Peter Hehir,,Australia
/m/0gb_2rg,Kō Takasugi,,Japan
/m/02s4k3,Senta Berger,,Austria
/m/02s4k3,Senta Berger,,Germany
/m/0gr36,Alec Guinness,,United Kingdom
/m/01g42,Burt Lancaster,,United States of America
/m/0187y5,Burt Reynolds,,United States of America
/m/08mfch,Megyn Price,,United States of America
/m/0b097z,Dorothy Sebastian,,United States of America
/m/0g5jmg,Taraneh Alidoosti,,Iran
/m/08g2t9,Kevin Durand,,Canada
/m/06gvzc,Naturi Naughton,,United States of America
/m/027prsz,Denise Darcel,,United States of America
/m/027prsz,Denise Darcel,,France
/m/0bq0vl,Robert Flemyng,,United Kingdom
/m/0c0l_b3,Archie Savage,,United States of America
/m/0j_hg3,Yū Fujiki,,Japan
/m/0j_hg3,Yū Fujiki,,Empire of Japan
/m/06l7l0,Henry Brandon,,United States of America
/m/0gbxcpp,James McCallion,,United States of America
/m/04x8v7,Klara Rumyanova,,Russia
/m/04x8v7,Klara Rumyanova,,Soviet Union
/m/0c8fy1,Morris Ankrum,,United States of America
/m/05zrz77,Lola Cornero,,Kingdom of the Netherlands
/m/0brtr3,Masahiko Tsugawa,,Japan
/m/0brtr3,Masahiko Tsugawa,,Empire of Japan
/m/071_ls,Masako Natsume,,Japan
/m/0n59p_s,Irina Mazing,,Soviet Union
/m/0n59qs_,Vladimir Ferapontov,,Russia
/m/0n59qs_,Vladimir Ferapontov,,Soviet Union
/m/0ddc2gb,Ananya Chatterjee,,India
/m/0czch89,Genevieve Townsend,,United States of America
/m/0bvy4vh,Harvey Braban,,United Kingdom
/m/0bvy4vh,Harvey Braban,,United Kingdom of Great Britain and Ireland
/m/02685xh,Indraneil Sengupta,,India
/m/04ljg66,Rudranil Ghosh,,India
/m/01x1x0,Rex Lease,,United States of America
/m/0gcjn5b,Black Child,,United States of America
/m/08vjhw,James Seay,,United States of America
/m/0h0g98l,Charles Horvath,,United States of America
/m/0gct0pc,Nell Emerald,,
/m/0c00fnm,Diana Amft,,Germany
/m/0gbmcv1,Sebastian Ströbel,,Germany
/m/03v1nr,Hilarie Burton,,United States of America
